id_modulo,id_franja,fecha,tipo_solucion,fuente_ils,vol_aplicado_m3,tasa_riego_lhm2,cu_entrada_gpl,acid_entrada_gpl,fe_total_entrada_gpl,fe2_entrada_gpl,cl_entrada_gpl,sio2_entrada_gpl,mn_entrada_gpl
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-09-27,refino,,2197.5,9.16,0.367,11.16,0.888,0.361,0.11,0.174,0.08
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-09-27,refino,,2516.5,10.49,0.393,10.93,0.935,0.354,0.124,0.174,0.083
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-09-27,refino,,2157.0,8.99,0.37,10.92,0.93,0.377,0.121,0.163,0.08
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-09-28,refino,,2464.0,10.27,0.403,10.64,0.858,0.34,0.119,0.152,0.089
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-09-28,refino,,2127.9,8.87,0.381,11.32,0.809,0.321,0.117,0.157,0.091
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-09-28,refino,,2172.9,9.05,0.384,11.13,0.798,0.286,0.121,0.175,0.083
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-09-28,refino,,2365.5,9.86,0.393,10.72,0.807,0.299,0.123,0.155,0.077
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-09-28,refino,,2457.6,10.24,0.394,11.57,0.919,0.358,0.12,0.175,0.087
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-09-28,refino,,2156.5,8.99,0.397,10.81,0.922,0.376,0.111,0.148,0.088
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-09-28,refino,,2477.7,10.32,0.393,11.08,0.93,0.357,0.129,0.156,0.081
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-09-28,refino,,2389.7,9.96,0.394,10.71,0.809,0.321,0.122,0.152,0.081
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-09-28,refino,,2486.6,10.36,0.375,11.23,0.87,0.353,0.126,0.168,0.088
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-09-28,refino,,2547.3,10.61,0.377,10.6,0.832,0.335,0.125,0.15,0.081
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-09-29,refino,,2444.5,10.19,0.393,11.03,0.794,0.304,0.108,0.166,0.077
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-09-29,refino,,2132.1,8.88,0.389,11.58,0.907,0.351,0.127,0.16,0.088
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-09-29,refino,,2327.9,9.7,0.404,11.35,0.834,0.302,0.123,0.16,0.078
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-09-29,refino,,2400.5,10.0,0.391,10.58,0.848,0.33,0.112,0.172,0.085
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-09-29,refino,,2294.6,9.56,0.405,11.27,0.942,0.385,0.119,0.157,0.09
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-09-29,refino,,2109.1,8.79,0.385,11.28,0.922,0.355,0.108,0.167,0.086
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-09-29,refino,,2108.6,8.79,0.379,11.08,0.891,0.343,0.121,0.177,0.087
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-09-29,refino,,2181.6,9.09,0.395,10.8,0.811,0.309,0.12,0.175,0.085
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-09-29,refino,,2348.3,9.78,0.372,11.52,0.837,0.306,0.12,0.176,0.08
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-09-29,refino,,2424.5,10.1,0.394,10.59,0.85,0.287,0.111,0.147,0.08
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-09-30,refino,,2494.0,10.39,0.378,11.36,0.89,0.302,0.109,0.145,0.078
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-09-30,refino,,2159.7,9.0,0.371,11.01,0.907,0.334,0.121,0.156,0.086
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-09-30,refino,,2259.3,9.41,0.379,11.61,0.858,0.315,0.11,0.175,0.082
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-09-30,refino,,2422.4,10.09,0.393,11.55,0.934,0.323,0.111,0.174,0.08
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-09-30,refino,,2495.5,10.4,0.383,10.95,0.812,0.331,0.109,0.162,0.087
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-09-30,refino,,2299.8,9.58,0.379,10.74,0.815,0.33,0.118,0.146,0.082
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-09-30,refino,,2389.9,9.96,0.391,10.67,0.827,0.322,0.132,0.161,0.077
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-09-30,refino,,2513.4,10.47,0.384,11.38,0.824,0.329,0.114,0.167,0.082
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-09-30,refino,,2275.4,9.48,0.375,11.49,0.858,0.314,0.111,0.15,0.082
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-09-30,refino,,2124.5,8.85,0.39,10.77,0.908,0.347,0.119,0.151,0.088
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-01,refino,,2305.0,9.6,0.372,10.79,0.861,0.318,0.121,0.174,0.091
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-01,refino,,2403.9,10.02,0.373,10.75,0.833,0.324,0.128,0.166,0.09
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-01,refino,,2216.4,9.23,0.393,10.86,0.895,0.301,0.123,0.174,0.08
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-01,refino,,2508.5,10.45,0.369,11.29,0.854,0.288,0.123,0.15,0.084
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-01,refino,,2219.5,9.25,0.372,10.69,0.891,0.311,0.115,0.151,0.077
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-01,refino,,2105.6,8.77,0.386,11.42,0.794,0.276,0.129,0.174,0.091
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-01,refino,,2398.0,9.99,0.368,10.7,0.82,0.296,0.116,0.151,0.078
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-01,refino,,2550.7,10.63,0.371,10.58,0.786,0.295,0.113,0.16,0.083
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-01,refino,,2526.9,10.53,0.373,10.91,0.899,0.336,0.122,0.16,0.089
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-01,refino,,2160.8,9.0,0.404,10.76,0.814,0.286,0.126,0.164,0.077
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-02,refino,,2276.9,9.49,0.402,11.24,0.88,0.316,0.131,0.167,0.077
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-02,refino,,2126.2,8.86,0.391,10.86,0.8,0.311,0.129,0.159,0.08
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-02,refino,,2167.9,9.03,0.393,10.58,0.9,0.365,0.117,0.168,0.076
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-02,refino,,2263.8,9.43,0.385,11.28,0.834,0.319,0.125,0.15,0.089
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-02,refino,,2424.8,10.1,0.405,11.42,0.914,0.307,0.118,0.155,0.088
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-02,refino,,2412.1,10.05,0.387,10.96,0.799,0.286,0.122,0.154,0.077
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-02,refino,,2111.6,8.8,0.402,10.81,0.943,0.317,0.118,0.161,0.082
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-02,refino,,2150.1,8.96,0.401,11.58,0.912,0.313,0.114,0.154,0.091
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-02,refino,,2478.2,10.33,0.384,11.12,0.92,0.312,0.117,0.147,0.091
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-02,refino,,2310.8,9.63,0.374,11.65,0.934,0.348,0.13,0.151,0.088
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-03,refino,,2215.6,9.23,0.389,11.33,0.852,0.339,0.114,0.175,0.086
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-03,refino,,2454.7,10.23,0.388,11.67,0.81,0.298,0.114,0.154,0.089
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-03,refino,,2372.3,9.88,0.371,11.59,0.806,0.312,0.124,0.172,0.086
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-03,refino,,2282.5,9.51,0.375,11.16,0.787,0.294,0.112,0.166,0.082
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-03,refino,,2459.3,10.25,0.39,11.12,0.896,0.314,0.13,0.147,0.081
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-03,refino,,2131.1,8.88,0.39,10.98,0.791,0.304,0.131,0.148,0.079
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-03,refino,,2231.8,9.3,0.393,10.99,0.913,0.337,0.108,0.151,0.081
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-03,refino,,2400.9,10.0,0.393,11.27,0.792,0.287,0.123,0.166,0.085
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-03,refino,,2303.5,9.6,0.368,11.18,0.827,0.298,0.122,0.16,0.083
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-03,refino,,2294.0,9.56,0.397,11.11,0.889,0.304,0.123,0.147,0.088
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-04,refino,,2174.5,9.06,0.38,11.02,0.788,0.286,0.11,0.177,0.092
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-04,refino,,2369.2,9.87,0.386,11.64,0.897,0.309,0.113,0.166,0.091
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-04,refino,,2259.7,9.42,0.372,11.4,0.817,0.279,0.124,0.163,0.083
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-04,refino,,2129.3,8.87,0.368,11.02,0.886,0.354,0.122,0.161,0.078
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-04,refino,,2177.9,9.07,0.391,10.96,0.809,0.294,0.126,0.147,0.078
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-04,refino,,2378.0,9.91,0.388,10.73,0.886,0.338,0.11,0.168,0.077
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-04,refino,,2458.9,10.25,0.377,10.81,0.898,0.345,0.114,0.176,0.082
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-04,refino,,2293.7,9.56,0.375,10.63,0.924,0.332,0.12,0.17,0.077
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-04,refino,,2393.4,9.97,0.381,11.49,0.849,0.344,0.117,0.146,0.085
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-04,refino,,2164.8,9.02,0.373,11.1,0.831,0.312,0.124,0.174,0.08
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-05,refino,,2338.6,9.74,0.405,10.97,0.89,0.318,0.13,0.153,0.079
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-05,refino,,2402.1,10.01,0.38,11.53,0.803,0.272,0.109,0.155,0.089
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-05,refino,,2535.5,10.56,0.402,11.6,0.833,0.313,0.116,0.168,0.091
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-05,refino,,2181.4,9.09,0.386,11.06,0.939,0.376,0.129,0.169,0.091
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-05,refino,,2570.5,10.71,0.372,11.57,0.877,0.311,0.122,0.161,0.084
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-05,refino,,2278.4,9.49,0.392,11.31,0.792,0.31,0.121,0.173,0.086
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-05,refino,,2568.9,10.7,0.396,11.05,0.823,0.314,0.12,0.159,0.089
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-05,refino,,2533.2,10.56,0.385,10.6,0.934,0.316,0.119,0.156,0.081
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-05,refino,,2403.3,10.01,0.4,11.36,0.857,0.336,0.123,0.161,0.081
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-05,refino,,2332.4,9.72,0.398,11.32,0.922,0.376,0.131,0.175,0.088
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-06,refino,,2458.0,10.24,0.397,11.41,0.782,0.302,0.124,0.158,0.092
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-06,refino,,2314.2,9.64,0.37,10.63,0.855,0.325,0.132,0.159,0.085
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-06,refino,,2498.6,10.41,0.395,11.57,0.893,0.361,0.123,0.149,0.081
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-06,refino,,2321.0,9.67,0.398,10.89,0.867,0.305,0.117,0.154,0.091
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-06,refino,,2527.2,10.53,0.395,10.7,0.945,0.327,0.109,0.146,0.08
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-06,refino,,2179.6,9.08,0.374,10.88,0.935,0.376,0.13,0.17,0.086
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-06,refino,,2379.9,9.92,0.406,10.91,0.909,0.308,0.11,0.164,0.09
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-06,refino,,2526.1,10.53,0.368,10.88,0.93,0.349,0.112,0.16,0.089
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-06,refino,,2467.7,10.28,0.4,10.59,0.835,0.298,0.114,0.159,0.082
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-06,refino,,2291.3,9.55,0.384,10.91,0.952,0.359,0.119,0.153,0.08
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-07,refino,,2446.9,10.2,0.379,11.1,0.799,0.284,0.12,0.147,0.088
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-07,refino,,2297.4,9.57,0.388,11.07,0.905,0.346,0.125,0.152,0.086
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-07,refino,,2347.9,9.78,0.37,10.62,0.882,0.333,0.126,0.17,0.083
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-07,refino,,2304.9,9.6,0.382,11.61,0.901,0.325,0.125,0.162,0.085
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-07,refino,,2532.1,10.55,0.391,11.57,0.874,0.342,0.121,0.163,0.083
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-07,refino,,2411.8,10.05,0.37,11.32,0.872,0.339,0.108,0.154,0.085
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-07,refino,,2321.3,9.67,0.371,10.62,0.852,0.311,0.117,0.175,0.079
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-07,refino,,2438.9,10.16,0.374,10.61,0.889,0.353,0.116,0.162,0.086
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-07,refino,,2417.0,10.07,0.39,11.56,0.813,0.317,0.131,0.156,0.088
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-07,refino,,2391.4,9.96,0.378,11.01,0.934,0.346,0.115,0.177,0.08
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-08,refino,,2163.0,9.01,0.373,10.59,0.827,0.317,0.115,0.157,0.085
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-08,refino,,2401.3,10.01,0.4,10.96,0.908,0.327,0.125,0.175,0.081
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-08,refino,,2335.9,9.73,0.377,11.14,0.871,0.344,0.127,0.158,0.078
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-08,refino,,2222.7,9.26,0.387,11.64,0.899,0.319,0.132,0.172,0.083
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-08,refino,,2424.2,10.1,0.372,11.65,0.809,0.322,0.119,0.169,0.081
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-08,refino,,2342.3,9.76,0.39,11.02,0.862,0.351,0.119,0.15,0.084
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-08,refino,,2527.6,10.53,0.377,10.9,0.828,0.3,0.119,0.156,0.079
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-08,refino,,2263.2,9.43,0.383,11.11,0.895,0.349,0.128,0.153,0.086
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-08,refino,,2190.3,9.13,0.391,11.58,0.933,0.354,0.115,0.149,0.083
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-08,refino,,2290.7,9.54,0.393,10.68,0.789,0.307,0.122,0.156,0.088
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-09,refino,,2199.6,9.17,0.38,10.65,0.787,0.302,0.122,0.167,0.082
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-09,refino,,2480.8,10.34,0.382,10.9,0.885,0.332,0.125,0.16,0.091
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-09,refino,,2333.3,9.72,0.368,11.2,0.914,0.34,0.115,0.163,0.087
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-09,refino,,2397.2,9.99,0.383,10.99,0.922,0.326,0.117,0.166,0.082
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-09,refino,,2289.9,9.54,0.372,11.13,0.953,0.38,0.127,0.161,0.089
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-09,refino,,2531.1,10.55,0.376,11.11,0.93,0.368,0.129,0.176,0.08
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-09,refino,,2378.0,9.91,0.373,11.15,0.794,0.29,0.12,0.167,0.079
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-09,refino,,2514.7,10.48,0.368,11.24,0.94,0.375,0.121,0.15,0.077
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-09,ils,PAD-01-C02-F05,2437.2,10.15,1.312,4.3,2.62,0.932,1.026,0.317,0.264
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-09,ils,PAD-01-C02-F05,2286.4,9.53,3.305,8.89,2.881,1.026,0.348,0.467,0.177
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-10,refino,,2387.1,9.95,0.386,11.47,0.914,0.319,0.12,0.164,0.092
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-10,refino,,2327.8,9.7,0.378,10.77,0.943,0.354,0.114,0.159,0.076
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-10,refino,,2106.0,8.77,0.38,11.35,0.909,0.304,0.124,0.169,0.079
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-10,refino,,2175.9,9.07,0.394,11.19,0.85,0.321,0.127,0.148,0.084
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-10,refino,,2233.6,9.31,0.378,11.42,0.894,0.358,0.117,0.161,0.078
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-10,refino,,2503.1,10.43,0.391,11.57,0.891,0.307,0.121,0.176,0.078
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-10,refino,,2257.8,9.41,0.392,11.19,0.813,0.282,0.111,0.162,0.091
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-10,refino,,2338.9,9.75,0.383,10.79,0.935,0.382,0.125,0.162,0.091
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-10,ils,PAD-01-C02-F05,2349.8,9.79,1.863,4.93,1.844,0.802,0.65,0.183,0.177
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-10,ils,PAD-01-C02-F05,2445.1,10.19,2.54,7.87,3.523,1.201,1.193,0.165,0.235
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-11,refino,,2571.5,10.71,0.399,11.45,0.884,0.35,0.114,0.164,0.085
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-11,refino,,2305.8,9.61,0.389,11.4,0.814,0.331,0.119,0.167,0.091
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-11,refino,,2557.2,10.66,0.39,11.63,0.881,0.312,0.121,0.149,0.088
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-11,refino,,2213.9,9.22,0.383,10.98,0.822,0.319,0.116,0.175,0.075
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-11,refino,,2316.3,9.65,0.385,11.21,0.802,0.32,0.113,0.157,0.085
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-11,refino,,2106.5,8.78,0.391,10.79,0.914,0.325,0.122,0.161,0.09
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-11,refino,,2270.8,9.46,0.387,11.16,0.801,0.3,0.12,0.15,0.086
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-11,refino,,2343.5,9.76,0.373,11.26,0.863,0.347,0.121,0.153,0.088
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-11,ils,PAD-01-C02-F05,2302.5,9.59,3.087,6.25,2.027,0.911,0.393,0.258,0.191
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-11,ils,PAD-01-C02-F05,2393.0,9.97,1.941,4.78,2.3,1.041,0.792,0.436,0.063
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-12,refino,,2166.7,9.03,0.375,10.93,0.913,0.372,0.113,0.171,0.083
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-12,refino,,2159.2,9.0,0.39,11.0,0.835,0.302,0.12,0.161,0.082
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-12,refino,,2154.8,8.98,0.387,11.56,0.85,0.319,0.123,0.159,0.089
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-12,refino,,2120.1,8.83,0.372,10.59,0.944,0.323,0.127,0.148,0.083
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-12,refino,,2358.6,9.83,0.398,10.73,0.894,0.357,0.131,0.177,0.091
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-12,refino,,2266.9,9.45,0.375,11.03,0.819,0.33,0.119,0.155,0.091
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-12,refino,,2244.0,9.35,0.386,11.07,0.927,0.344,0.116,0.149,0.084
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-12,refino,,2415.6,10.06,0.377,11.3,0.862,0.291,0.109,0.147,0.082
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-12,ils,PAD-01-C02-F05,2487.7,10.37,1.806,7.14,3.612,1.69,1.131,0.223,0.177
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-12,ils,PAD-01-C02-F05,2359.2,9.83,1.438,6.5,3.131,1.033,0.878,0.31,0.143
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-13,refino,,2191.8,9.13,0.369,10.83,0.844,0.286,0.131,0.149,0.09
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-13,refino,,2438.4,10.16,0.397,10.81,0.945,0.332,0.108,0.15,0.081
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-13,refino,,2142.0,8.92,0.399,11.18,0.942,0.356,0.109,0.162,0.077
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-13,refino,,2543.3,10.6,0.393,10.95,0.887,0.346,0.13,0.165,0.087
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-13,refino,,2291.9,9.55,0.376,10.95,0.896,0.358,0.124,0.176,0.087
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-13,refino,,2398.5,9.99,0.368,11.24,0.794,0.296,0.122,0.166,0.09
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-13,refino,,2325.5,9.69,0.386,11.17,0.84,0.298,0.11,0.172,0.076
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-13,refino,,2563.1,10.68,0.378,11.34,0.908,0.331,0.118,0.164,0.077
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-13,ils,PAD-01-C02-F05,2114.6,8.81,2.806,6.6,3.996,1.557,0.636,0.354,0.222
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-13,ils,PAD-01-C02-F05,2285.0,9.52,1.305,4.34,1.504,0.618,0.551,0.109,0.215
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-14,refino,,2164.4,9.02,0.369,10.98,0.924,0.312,0.124,0.147,0.088
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-14,refino,,2555.7,10.65,0.378,11.07,0.877,0.308,0.109,0.147,0.082
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-14,refino,,2200.9,9.17,0.387,10.63,0.901,0.312,0.109,0.153,0.087
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-14,refino,,2157.9,8.99,0.397,11.26,0.835,0.285,0.13,0.152,0.086
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-14,refino,,2427.5,10.11,0.388,11.21,0.833,0.315,0.128,0.17,0.079
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-14,refino,,2470.3,10.29,0.393,11.05,0.866,0.323,0.127,0.165,0.09
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-14,refino,,2488.0,10.37,0.402,11.53,0.785,0.284,0.117,0.167,0.085
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-14,refino,,2567.5,10.7,0.391,11.19,0.929,0.365,0.112,0.161,0.092
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-14,ils,PAD-01-C02-F05,2435.3,10.15,1.059,4.31,3.329,1.771,1.038,0.217,0.252
PAD-01-C02-F01-M10,PAD-01-C02-F01,2024-10-14,ils,PAD-01-C02-F05,2568.2,10.7,2.44,6.99,2.111,0.77,0.307,0.186,0.088
PAD-01-C02-F01-M01,PAD-01-C02-F01,2024-10-15,refino,,2403.5,10.01,0.398,11.41,0.909,0.348,0.129,0.17,0.088
PAD-01-C02-F01-M02,PAD-01-C02-F01,2024-10-15,refino,,2161.6,9.01,0.405,11.54,0.874,0.351,0.121,0.163,0.089
PAD-01-C02-F01-M03,PAD-01-C02-F01,2024-10-15,refino,,2285.2,9.52,0.395,11.45,0.938,0.357,0.115,0.17,0.077
PAD-01-C02-F01-M04,PAD-01-C02-F01,2024-10-15,refino,,2408.0,10.03,0.395,11.53,0.85,0.332,0.121,0.165,0.087
PAD-01-C02-F01-M05,PAD-01-C02-F01,2024-10-15,refino,,2177.7,9.07,0.396,10.67,0.951,0.328,0.132,0.153,0.082
PAD-01-C02-F01-M06,PAD-01-C02-F01,2024-10-15,refino,,2371.1,9.88,0.386,11.35,0.899,0.325,0.126,0.161,0.086
PAD-01-C02-F01-M07,PAD-01-C02-F01,2024-10-15,refino,,2434.1,10.14,0.391,10.65,0.913,0.338,0.111,0.151,0.079
PAD-01-C02-F01-M08,PAD-01-C02-F01,2024-10-15,refino,,2519.1,10.5,0.39,10.62,0.921,0.356,0.12,0.172,0.088
PAD-01-C02-F01-M09,PAD-01-C02-F01,2024-10-15,ils,PAD-01-C02-F05,2339.6,9.75,2.843,4.12,2.758,1.133,0.508,0.284,0.148
