id_franja,fecha,vol_pls_m3,cu_pls_gpl,acid_pls_gpl,fe_total_pls_gpl,fe2_pls_gpl,cl_pls_gpl,sio2_pls_gpl,mn_pls_gpl
PAD-01-C01-F06,2024-05-06,24134.0,2.492,3.38,3.741,1.801,0.677,0.428,0.225
PAD-01-C01-F06,2024-05-07,23909.6,2.549,3.23,4.161,1.996,0.742,0.441,0.212
PAD-01-C01-F06,2024-05-08,23464.0,2.343,3.65,3.641,0.962,0.758,0.308,0.198
PAD-01-C01-F06,2024-05-09,23393.8,2.446,3.7,3.711,1.488,0.56,0.539,0.236
PAD-01-C01-F06,2024-05-10,23745.1,2.3,4.72,3.11,0.861,0.628,0.409,0.192
PAD-01-C01-F06,2024-05-11,24037.5,2.435,3.5,3.255,1.612,0.739,0.444,0.147
PAD-01-C01-F06,2024-05-12,24084.1,2.362,2.65,3.534,1.436,0.52,0.456,0.18
PAD-01-C01-F06,2024-05-13,25577.1,2.41,3.51,3.741,1.066,0.576,0.443,0.209
PAD-01-C01-F06,2024-05-14,24172.0,2.25,3.4,3.899,1.873,0.593,0.383,0.177
PAD-01-C01-F06,2024-05-15,22974.8,2.339,3.69,3.831,1.723,0.802,0.442,0.192
PAD-01-C01-F06,2024-05-16,24644.4,2.297,3.79,3.556,1.316,0.728,0.373,0.213
PAD-01-C01-F06,2024-05-17,24649.5,2.262,4.34,3.447,1.031,0.597,0.445,0.21
PAD-01-C01-F06,2024-05-18,24346.4,2.211,3.42,3.804,1.394,0.71,0.462,0.181
PAD-01-C01-F06,2024-05-19,24914.2,2.058,4.36,3.976,1.714,0.798,0.293,0.164
PAD-01-C01-F06,2024-05-20,22374.7,2.063,4.35,3.444,1.709,0.678,0.37,0.203
PAD-01-C01-F06,2024-05-21,23030.2,2.284,4.37,3.432,1.268,0.666,0.41,0.177
PAD-01-C01-F06,2024-05-22,24307.3,2.306,3.99,3.494,1.127,0.647,0.418,0.19
PAD-01-C01-F06,2024-05-23,24006.3,1.964,4.48,3.503,1.35,0.763,0.409,0.247
PAD-01-C01-F06,2024-05-24,22117.7,2.067,3.71,3.421,1.474,0.796,0.352,0.187
PAD-01-C01-F06,2024-05-25,24390.4,1.989,3.97,3.569,0.938,0.631,0.469,0.146
PAD-01-C01-F06,2024-05-26,22477.1,1.891,4.17,3.345,1.514,0.755,0.381,0.18
PAD-01-C01-F06,2024-05-27,23426.2,2.164,4.06,3.228,1.425,0.841,0.403,0.205
PAD-01-C01-F06,2024-05-28,23908.9,1.862,4.0,3.224,0.934,0.605,0.366,0.172
PAD-01-C01-F06,2024-05-29,22565.0,2.089,3.3,3.387,1.611,0.74,0.395,0.213
PAD-01-C01-F06,2024-05-30,24040.9,2.19,4.27,3.383,1.168,0.847,0.437,0.185
PAD-01-C01-F06,2024-05-31,23326.6,2.17,3.92,3.158,1.472,0.656,0.469,0.209
PAD-01-C01-F06,2024-06-01,23566.5,1.89,4.27,3.599,1.281,0.713,0.387,0.163
PAD-01-C01-F06,2024-06-02,22671.6,2.102,3.8,4.211,1.724,0.603,0.377,0.143
PAD-01-C01-F06,2024-06-03,24246.5,2.393,4.5,3.255,0.961,0.696,0.383,0.169
PAD-01-C01-F06,2024-06-04,23907.8,1.764,4.04,3.441,1.665,0.799,0.488,0.167
PAD-01-C01-F06,2024-06-05,24126.3,2.603,4.33,3.556,1.448,0.572,0.414,0.187
PAD-01-C01-F06,2024-06-06,23251.7,2.017,4.36,3.083,0.85,0.712,0.379,0.215
PAD-01-C01-F06,2024-06-07,24372.8,2.569,3.35,3.115,1.008,0.795,0.366,0.156
PAD-01-C01-F06,2024-06-08,24589.7,1.992,4.29,2.81,0.705,0.631,0.412,0.147
PAD-01-C01-F06,2024-06-09,24133.3,2.03,4.15,3.825,1.768,0.554,0.371,0.188
PAD-01-C01-F06,2024-06-10,22730.7,2.017,4.07,3.168,1.304,0.687,0.399,0.218
PAD-01-C01-F06,2024-06-11,23752.9,2.392,4.17,3.637,1.308,0.684,0.522,0.173
PAD-01-C01-F06,2024-06-12,23644.6,2.399,3.24,3.531,1.001,0.776,0.463,0.176
PAD-01-C01-F06,2024-06-13,24157.6,2.225,4.56,3.761,1.222,0.767,0.445,0.176
PAD-01-C01-F06,2024-06-14,23185.0,2.396,4.58,3.724,1.377,0.553,0.255,0.201
PAD-01-C01-F06,2024-06-15,25067.3,2.265,4.07,3.322,1.152,0.671,0.361,0.183
PAD-01-C01-F06,2024-06-16,23311.7,2.064,4.12,3.33,1.418,0.47,0.457,0.161
PAD-01-C01-F06,2024-06-17,23164.5,2.235,4.36,3.297,1.524,0.803,0.443,0.163
PAD-01-C01-F06,2024-06-18,25477.4,2.176,3.96,3.686,1.297,0.648,0.414,0.181
PAD-01-C01-F06,2024-06-19,23514.4,1.83,4.05,3.527,0.894,0.811,0.289,0.189
PAD-01-C01-F06,2024-06-20,23067.7,2.328,4.9,3.576,1.37,0.744,0.354,0.204
PAD-01-C01-F06,2024-06-21,22176.9,2.173,3.72,3.191,1.38,0.8,0.423,0.194
PAD-01-C01-F06,2024-06-22,24784.6,1.907,4.8,2.998,1.237,0.683,0.42,0.19
PAD-01-C01-F06,2024-06-23,22390.5,1.718,4.64,3.437,0.877,0.749,0.319,0.201
PAD-01-C01-F06,2024-06-24,23960.6,2.292,4.48,3.585,1.636,0.729,0.345,0.127
PAD-01-C01-F06,2024-06-25,23829.1,1.91,4.08,3.694,1.3,0.64,0.466,0.204
PAD-01-C01-F06,2024-06-26,24440.7,2.21,3.16,3.375,0.985,0.758,0.373,0.204
PAD-01-C01-F06,2024-06-27,22246.4,2.113,4.24,3.486,1.456,0.647,0.409,0.175
PAD-01-C01-F06,2024-06-28,24211.8,1.821,3.8,3.346,1.547,0.569,0.444,0.118
PAD-01-C01-F06,2024-06-29,24353.5,2.091,4.03,3.229,0.814,0.616,0.386,0.187
PAD-01-C01-F06,2024-06-30,23391.8,2.036,4.6,3.9,1.545,0.628,0.399,0.238
PAD-01-C01-F06,2024-07-01,23816.6,2.084,3.59,3.435,1.09,0.748,0.361,0.168
PAD-01-C01-F06,2024-07-02,23987.9,2.405,4.07,3.472,1.549,0.791,0.273,0.118
PAD-01-C01-F06,2024-07-03,24593.4,1.997,5.39,3.329,1.659,0.725,0.483,0.158
PAD-01-C01-F06,2024-07-04,23544.5,1.864,4.64,3.106,0.886,0.77,0.394,0.186
PAD-01-C01-F06,2024-07-05,23625.5,1.715,4.7,3.552,1.502,0.722,0.359,0.164
PAD-01-C01-F06,2024-07-06,22450.1,2.012,4.23,3.371,0.875,0.704,0.341,0.184
PAD-01-C01-F06,2024-07-07,24652.2,1.935,3.89,2.955,1.182,0.647,0.304,0.179
PAD-01-C01-F06,2024-07-08,22731.9,2.197,3.54,3.375,1.493,0.787,0.456,0.156
PAD-01-C01-F06,2024-07-09,25085.4,1.849,3.42,2.873,1.202,0.704,0.326,0.21
PAD-01-C01-F06,2024-07-10,23648.1,2.051,4.37,3.454,1.606,0.65,0.514,0.153
PAD-01-C01-F06,2024-07-11,24378.7,2.41,3.9,3.298,1.607,0.795,0.42,0.171
PAD-01-C01-F06,2024-07-12,23602.2,2.169,4.63,3.431,1.017,0.668,0.474,0.204
PAD-01-C01-F07,2024-04-02,24627.6,1.134,4.21,3.1,0.871,1.654,0.225,0.167
PAD-01-C01-F07,2024-04-03,25253.8,1.772,4.44,3.346,0.975,1.404,0.211,0.17
PAD-01-C01-F07,2024-04-04,24063.2,2.549,4.27,3.458,0.983,1.184,0.172,0.112
PAD-01-C01-F07,2024-04-05,25165.3,3.222,3.67,3.276,1.235,1.179,0.266,0.11
PAD-01-C01-F07,2024-04-06,24818.0,3.807,4.54,3.068,0.794,1.167,0.236,0.097
PAD-01-C01-F07,2024-04-07,24912.8,4.606,3.58,3.441,1.287,1.203,0.157,0.151
PAD-01-C01-F07,2024-04-08,24924.5,5.701,4.68,2.844,1.348,0.902,0.239,0.141
PAD-01-C01-F07,2024-04-09,24319.2,5.356,3.89,2.889,0.97,0.89,0.257,0.138
PAD-01-C01-F07,2024-04-10,24425.8,5.019,4.79,2.985,1.399,0.937,0.147,0.144
PAD-01-C01-F07,2024-04-11,25460.8,5.245,4.44,3.022,0.77,0.969,0.157,0.121
PAD-01-C01-F07,2024-04-12,23060.4,4.81,1.48,4.326,1.2,1.106,0.418,0.189
PAD-01-C01-F07,2024-04-13,25201.1,4.656,1.0,3.818,1.558,1.124,0.279,0.184
PAD-01-C01-F07,2024-04-14,24346.2,4.616,1.92,4.257,1.857,1.235,0.365,0.23
PAD-01-C01-F07,2024-04-15,24105.5,4.755,2.34,4.708,1.588,1.146,0.399,0.242
PAD-01-C01-F07,2024-04-16,24565.0,4.714,1.1,4.009,1.877,1.044,0.33,0.186
PAD-01-C01-F07,2024-04-17,24251.1,4.4,2.25,4.435,1.415,1.003,0.307,0.296
PAD-01-C01-F07,2024-04-18,23955.2,4.186,1.61,4.455,1.283,1.042,0.328,0.235
PAD-01-C01-F07,2024-04-19,24963.8,4.122,1.48,4.214,1.532,0.971,0.298,0.191
PAD-01-C01-F07,2024-04-20,24070.1,4.033,1.52,4.653,1.499,0.995,0.331,0.209
PAD-01-C01-F07,2024-04-21,24046.9,4.185,1.17,4.293,1.891,1.075,0.303,0.181
PAD-01-C01-F07,2024-04-22,24864.1,4.346,1.99,4.378,1.433,0.855,0.389,0.262
PAD-01-C01-F07,2024-04-23,25398.1,4.267,1.71,4.369,1.775,1.002,0.417,0.26
PAD-01-C01-F07,2024-04-24,25575.1,3.965,1.66,4.618,1.842,0.889,0.377,0.267
PAD-01-C01-F07,2024-04-25,24777.7,3.73,2.25,4.011,1.896,0.84,0.467,0.219
PAD-01-C01-F07,2024-04-26,24444.7,3.661,3.15,4.21,1.96,0.889,0.359,0.253
PAD-01-C01-F07,2024-04-27,25631.1,3.801,2.68,3.781,1.48,0.78,0.389,0.196
PAD-01-C01-F07,2024-04-28,24344.3,3.536,2.08,4.236,1.388,1.018,0.446,0.19
PAD-01-C01-F07,2024-04-29,23917.7,3.406,1.64,4.427,1.198,0.681,0.336,0.218
PAD-01-C01-F07,2024-04-30,24264.3,3.309,1.12,4.346,2.135,0.834,0.348,0.234
PAD-01-C01-F07,2024-05-01,23797.5,3.397,2.34,4.466,1.642,0.848,0.354,0.208
PAD-01-C01-F07,2024-05-02,24029.6,3.263,2.37,3.555,1.527,0.871,0.32,0.16
PAD-01-C01-F07,2024-05-03,25002.5,3.218,2.11,4.485,1.359,0.949,0.44,0.207
PAD-01-C01-F07,2024-05-04,24720.7,3.205,2.04,3.892,1.056,0.764,0.386,0.188
PAD-01-C01-F07,2024-05-05,23339.0,3.168,1.76,4.174,2.003,0.722,0.475,0.222
PAD-01-C01-F07,2024-05-06,25068.1,2.981,1.53,3.614,1.126,0.593,0.415,0.211
PAD-01-C01-F07,2024-05-07,24766.9,2.94,1.99,3.973,1.287,0.761,0.41,0.183
PAD-01-C01-F07,2024-05-08,24384.0,2.921,2.34,4.193,1.296,0.742,0.394,0.247
PAD-01-C01-F07,2024-05-09,23865.8,3.054,2.22,3.841,0.965,0.82,0.322,0.161
PAD-01-C01-F07,2024-05-10,25767.8,3.035,2.67,4.296,1.766,0.825,0.471,0.176
PAD-01-C01-F07,2024-05-11,23974.9,2.891,1.31,4.115,1.83,0.822,0.397,0.254
PAD-01-C01-F07,2024-05-12,23657.2,2.921,2.52,3.575,1.513,0.762,0.371,0.2
PAD-01-C01-F07,2024-05-13,25253.3,2.801,2.7,3.72,1.623,0.533,0.48,0.207
PAD-01-C01-F07,2024-05-14,24207.9,2.784,2.3,3.713,1.436,0.838,0.417,0.22
PAD-01-C01-F07,2024-05-15,25119.5,2.827,1.7,3.933,1.239,0.748,0.389,0.177
PAD-01-C01-F07,2024-05-16,23840.0,2.567,2.76,3.955,1.008,0.758,0.358,0.194
PAD-01-C01-F07,2024-05-17,25100.4,2.564,2.65,4.025,1.108,0.839,0.439,0.209
PAD-01-C01-F07,2024-05-18,23791.8,2.665,2.06,3.835,1.212,0.7,0.422,0.171
PAD-01-C01-F07,2024-05-19,25041.9,2.386,1.88,4.486,1.991,0.629,0.499,0.162
PAD-01-C01-F07,2024-05-20,24983.0,2.504,2.49,4.507,1.476,0.832,0.464,0.222
PAD-01-C01-F07,2024-05-21,25616.2,2.687,2.41,3.773,1.18,0.868,0.354,0.2
PAD-01-C01-F07,2024-05-22,24272.8,2.376,2.59,3.575,1.63,0.621,0.393,0.246
PAD-01-C01-F07,2024-05-23,24622.1,2.405,1.82,4.006,1.4,0.637,0.337,0.213
PAD-01-C01-F07,2024-05-24,24871.4,2.204,2.45,3.945,1.187,0.88,0.478,0.226
PAD-01-C01-F07,2024-05-25,24036.4,2.384,3.46,3.548,0.937,0.643,0.413,0.184
PAD-01-C01-F07,2024-05-26,24746.0,2.204,1.82,4.095,1.845,0.752,0.317,0.164
PAD-01-C01-F07,2024-05-27,24231.5,2.151,2.15,3.763,1.876,0.745,0.441,0.22
PAD-01-C01-F07,2024-05-28,25338.0,2.633,1.86,3.621,1.717,0.728,0.413,0.193
PAD-01-C01-F07,2024-05-29,25749.5,2.2,1.58,3.461,1.244,0.658,0.447,0.168
PAD-01-C01-F07,2024-05-30,23600.4,2.51,2.47,3.834,1.785,0.69,0.393,0.215
PAD-01-C01-F07,2024-05-31,25447.9,2.207,2.5,4.187,1.499,0.54,0.515,0.187
PAD-01-C01-F07,2024-06-01,23750.1,1.906,2.19,4.008,1.473,0.728,0.38,0.237
PAD-01-C01-F07,2024-06-02,24121.4,2.043,2.48,4.041,1.526,0.532,0.369,0.212
PAD-01-C01-F07,2024-06-03,24510.6,2.215,1.82,3.857,1.217,0.65,0.4,0.204
PAD-01-C01-F07,2024-06-04,23936.5,2.025,2.17,4.242,1.521,0.776,0.397,0.223
PAD-01-C01-F07,2024-06-05,24916.6,2.079,3.42,3.691,1.578,0.96,0.453,0.197
PAD-01-C01-F07,2024-06-06,25199.4,2.384,2.23,3.072,1.287,0.788,0.398,0.231
PAD-01-C01-F07,2024-06-07,23748.6,2.096,3.67,4.0,1.567,0.677,0.406,0.178
PAD-01-C01-F07,2024-06-08,23769.3,1.772,2.08,4.139,1.402,0.703,0.427,0.191
PAD-01-C01-F07,2024-06-09,23285.3,1.904,2.3,4.011,1.201,0.716,0.383,0.164
PAD-01-C01-F07,2024-06-10,24756.2,1.78,2.5,3.987,1.698,0.759,0.471,0.209
PAD-01-C01-F07,2024-06-11,24187.3,2.383,2.64,3.844,1.902,0.637,0.381,0.192
PAD-01-C01-F07,2024-06-12,24583.7,2.353,2.3,3.741,1.089,0.736,0.309,0.187
PAD-01-C01-F07,2024-06-13,25921.7,2.479,2.37,3.889,1.15,0.684,0.411,0.189
PAD-01-C01-F07,2024-06-14,24336.0,2.142,2.76,3.561,1.641,0.636,0.304,0.203
PAD-01-C01-F07,2024-06-15,23753.3,2.156,3.26,4.147,2.003,0.725,0.405,0.206
PAD-01-C01-F07,2024-06-16,23666.6,1.887,2.54,3.749,1.844,0.616,0.312,0.197
PAD-01-C01-F07,2024-06-17,25847.5,1.741,2.91,3.589,1.029,0.743,0.389,0.176
PAD-01-C01-F07,2024-06-18,24351.9,1.584,2.52,3.52,1.499,0.703,0.354,0.223
PAD-01-C01-F07,2024-06-19,23469.9,2.145,2.43,3.801,1.172,0.694,0.499,0.158
PAD-01-C01-F07,2024-06-20,24422.3,2.11,3.06,3.678,0.941,0.548,0.427,0.176
PAD-01-C01-F07,2024-06-21,25055.1,2.249,2.92,3.686,1.057,0.702,0.389,0.223
PAD-01-C01-F07,2024-06-22,23920.3,2.21,1.86,4.086,2.024,0.696,0.386,0.153
PAD-01-C01-F07,2024-06-23,25435.8,1.994,2.69,3.681,1.476,0.788,0.388,0.205
PAD-01-C01-F07,2024-06-24,25726.8,2.233,3.31,3.576,1.373,0.712,0.393,0.192
PAD-01-C01-F07,2024-06-25,25277.4,2.153,2.23,3.542,1.401,0.868,0.43,0.15
PAD-01-C01-F07,2024-06-26,25137.5,2.112,3.44,3.593,1.141,0.651,0.451,0.197
PAD-01-C01-F07,2024-06-27,24509.6,1.714,3.03,3.725,1.531,0.73,0.385,0.184
PAD-01-C01-F07,2024-06-28,24661.4,1.649,3.31,3.4,1.013,0.699,0.33,0.191
PAD-01-C01-F07,2024-06-29,25100.5,2.315,2.99,3.698,1.666,0.825,0.489,0.167
PAD-01-C01-F07,2024-06-30,25481.6,1.998,2.92,4.083,1.69,0.639,0.412,0.181
PAD-01-C01-F07,2024-07-01,25408.5,1.948,2.4,3.499,1.696,0.778,0.304,0.151
PAD-01-C01-F07,2024-07-02,24081.5,2.171,3.1,3.586,1.057,0.721,0.377,0.209
PAD-01-C01-F07,2024-07-03,24173.0,2.276,2.02,3.68,1.7,0.747,0.499,0.167
PAD-01-C01-F07,2024-07-04,24381.2,2.342,2.05,3.481,1.353,0.665,0.426,0.192
PAD-01-C01-F07,2024-07-05,24556.8,1.486,2.62,3.642,0.95,0.646,0.432,0.187
PAD-01-C01-F07,2024-07-06,24235.6,2.073,2.79,3.779,1.128,0.719,0.474,0.179
PAD-01-C01-F07,2024-07-07,23934.5,2.28,3.35,3.681,1.345,0.772,0.485,0.176
PAD-01-C01-F07,2024-07-08,24137.8,1.632,3.4,3.581,1.351,0.616,0.345,0.184
PAD-01-C01-F07,2024-07-09,24566.4,2.394,2.14,3.727,1.036,0.591,0.382,0.205
PAD-01-C01-F07,2024-07-10,24583.2,1.763,2.45,3.436,1.532,0.677,0.439,0.209
PAD-01-C01-F07,2024-07-11,24187.5,2.417,3.74,3.582,0.965,0.819,0.539,0.18
PAD-01-C01-F07,2024-07-12,24673.6,2.24,2.95,3.9,1.464,0.735,0.412,0.119
PAD-01-C01-F07,2024-07-13,25076.7,2.063,2.48,3.544,1.74,0.656,0.354,0.184
PAD-01-C01-F07,2024-07-14,24908.3,2.515,2.93,3.778,0.952,0.735,0.478,0.141
PAD-01-C01-F07,2024-07-15,24208.8,1.771,3.82,3.719,1.245,0.697,0.389,0.142
PAD-01-C01-F07,2024-07-16,23628.8,1.897,2.42,3.825,1.539,0.694,0.45,0.178
PAD-01-C01-F07,2024-07-17,25339.5,2.427,2.57,3.727,1.595,0.794,0.311,0.164
PAD-01-C01-F07,2024-07-18,25044.6,2.045,2.55,3.866,1.464,0.789,0.369,0.154
PAD-01-C01-F07,2024-07-19,23866.6,2.463,3.01,3.72,1.14,0.793,0.338,0.171
PAD-01-C01-F07,2024-07-20,24485.3,1.839,2.83,3.984,1.249,0.844,0.398,0.176
PAD-01-C01-F07,2024-07-21,23422.3,2.031,2.31,3.528,1.691,0.677,0.413,0.181
PAD-01-C01-F07,2024-07-22,25254.1,1.978,3.32,3.615,1.289,0.795,0.46,0.198
PAD-01-C01-F07,2024-07-23,23208.0,1.882,3.39,3.519,1.484,0.812,0.385,0.2
PAD-01-C01-F07,2024-07-24,23856.9,2.437,3.51,3.445,1.176,0.57,0.342,0.185
PAD-01-C01-F07,2024-07-25,25151.2,2.488,3.02,3.818,1.234,0.82,0.385,0.156
PAD-01-C01-F07,2024-07-26,23341.8,2.344,2.78,3.436,1.67,0.769,0.4,0.185
PAD-01-C01-F07,2024-07-27,24638.8,1.836,3.12,4.052,1.26,0.709,0.468,0.208
PAD-01-C01-F07,2024-07-28,24268.5,2.145,2.6,3.685,1.294,0.815,0.417,0.154
PAD-01-C01-F07,2024-07-29,25594.3,1.99,2.08,3.91,1.227,0.556,0.478,0.196
PAD-01-C01-F07,2024-07-30,24483.0,1.696,2.74,3.54,1.478,0.759,0.401,0.199
PAD-01-C02-F01,2024-08-30,21232.0,1.175,4.72,3.254,1.38,0.722,0.366,0.192
PAD-01-C02-F01,2024-08-31,21705.5,1.874,3.51,3.302,1.204,0.661,0.319,0.184
PAD-01-C02-F01,2024-09-01,21174.0,2.631,4.16,3.68,1.345,0.606,0.265,0.188
PAD-01-C02-F01,2024-09-02,22456.1,3.45,3.63,3.147,1.227,0.611,0.312,0.151
PAD-01-C02-F01,2024-09-03,21501.1,4.201,4.6,3.591,1.049,0.493,0.318,0.145
PAD-01-C02-F01,2024-09-04,21759.2,4.336,4.22,3.336,1.618,0.479,0.336,0.199
PAD-01-C02-F01,2024-09-05,23122.1,4.202,4.85,3.515,1.081,0.401,0.311,0.182
PAD-01-C02-F01,2024-09-06,21494.1,3.915,4.29,2.924,0.877,0.45,0.36,0.187
PAD-01-C02-F01,2024-09-07,23143.9,3.829,4.63,3.302,1.136,0.377,0.336,0.137
PAD-01-C02-F01,2024-09-08,22061.3,4.091,5.34,2.882,0.764,0.376,0.357,0.173
PAD-01-C02-F01,2024-09-09,22854.1,3.551,5.15,3.243,1.607,0.349,0.265,0.154
PAD-01-C02-F01,2024-09-10,21766.0,3.765,5.71,3.256,1.536,0.365,0.407,0.15
PAD-01-C02-F01,2024-09-11,21872.4,3.859,5.05,2.765,1.197,0.309,0.244,0.171
PAD-01-C02-F01,2024-09-12,22049.1,3.805,5.71,2.792,0.885,0.314,0.279,0.146
PAD-01-C02-F01,2024-09-13,22777.5,3.49,5.86,3.142,1.154,0.262,0.349,0.141
PAD-01-C02-F01,2024-09-14,20868.3,3.404,5.29,2.92,1.434,0.31,0.262,0.124
PAD-01-C02-F01,2024-09-15,22212.9,3.534,5.28,2.609,0.945,0.259,0.401,0.171
PAD-01-C02-F01,2024-09-16,22382.7,3.255,5.57,2.828,1.372,0.269,0.368,0.108
PAD-01-C02-F01,2024-09-17,21907.0,3.487,6.19,2.812,0.92,0.261,0.308,0.116
PAD-01-C02-F01,2024-09-18,21299.2,3.176,5.91,2.884,0.776,0.223,0.273,0.178
PAD-01-C02-F01,2024-09-19,21739.9,3.319,6.52,2.634,1.111,0.221,0.232,0.123
PAD-01-C02-F01,2024-09-20,21145.8,3.177,6.69,2.661,1.322,0.208,0.317,0.11
PAD-01-C02-F01,2024-09-21,22921.3,3.245,6.01,2.649,1.283,0.196,0.296,0.103
PAD-01-C02-F01,2024-09-22,21753.4,2.897,5.89,2.913,0.778,0.189,0.298,0.11
PAD-01-C02-F01,2024-09-23,19915.9,2.83,6.6,2.42,0.656,0.197,0.334,0.106
PAD-01-C02-F01,2024-09-24,22143.0,2.798,6.22,2.366,1.036,0.19,0.23,0.169
PAD-01-C02-F01,2024-09-25,23340.2,2.858,6.28,2.332,0.599,0.186,0.304,0.134
PAD-01-C02-F01,2024-09-26,23130.8,3.064,6.09,2.449,0.818,0.18,0.224,0.112
PAD-01-C02-F01,2024-09-27,21292.3,2.85,6.1,2.731,1.204,0.171,0.245,0.122
PAD-01-C02-F01,2024-09-28,21776.3,2.853,6.81,2.648,0.861,0.17,0.221,0.145
PAD-01-C02-F01,2024-09-29,20849.4,2.732,6.53,2.373,0.746,0.164,0.342,0.122
PAD-01-C02-F01,2024-09-30,21841.3,2.818,6.98,2.453,0.664,0.15,0.283,0.139
PAD-01-C02-F01,2024-10-01,22307.6,2.691,6.89,2.47,0.975,0.155,0.225,0.137
PAD-01-C02-F01,2024-10-02,21279.6,2.615,6.99,2.554,0.845,0.152,0.379,0.107
PAD-01-C02-F01,2024-10-03,22768.5,2.626,6.75,2.299,0.877,0.157,0.239,0.139
PAD-01-C02-F01,2024-10-04,21870.9,2.607,6.93,2.232,0.664,0.142,0.328,0.114
PAD-01-C02-F01,2024-10-05,22187.5,2.414,6.75,2.264,0.857,0.154,0.345,0.11
PAD-01-C02-F01,2024-10-06,22221.5,2.444,7.01,2.651,0.903,0.141,0.364,0.131
PAD-01-C02-F01,2024-10-07,22724.3,2.632,7.12,2.554,1.195,0.139,0.348,0.124
PAD-01-C02-F01,2024-10-08,22337.0,2.551,6.81,2.56,0.686,0.14,0.367,0.114
PAD-01-C02-F01,2024-10-09,22720.0,2.547,5.7,2.616,0.985,0.258,0.399,0.165
PAD-01-C02-F01,2024-10-10,21797.3,2.503,5.96,2.546,1.036,0.305,0.276,0.155
PAD-01-C02-F01,2024-10-11,21636.2,2.463,5.94,2.472,0.977,0.233,0.275,0.122
PAD-01-C02-F01,2024-10-12,22078.8,2.456,6.28,2.841,1.053,0.325,0.276,0.115
PAD-01-C02-F01,2024-10-13,22241.7,2.392,6.16,2.536,0.81,0.22,0.283,0.123
PAD-01-C02-F01,2024-10-14,21898.1,2.393,5.75,2.591,1.239,0.245,0.384,0.118
PAD-01-C02-F01,2024-10-15,22738.3,2.17,6.19,2.833,0.886,0.195,0.312,0.146
PAD-01-C02-F01,2024-10-16,21105.0,2.298,6.61,2.506,1.172,0.267,0.4,0.13
PAD-01-C02-F01,2024-10-17,22061.6,2.062,6.44,2.444,0.847,0.278,0.341,0.127
PAD-01-C02-F01,2024-10-18,21440.4,2.186,6.88,2.799,1.008,0.306,0.333,0.133
PAD-01-C02-F01,2024-10-19,22809.8,2.243,6.47,2.628,1.128,0.278,0.264,0.13
PAD-01-C02-F01,2024-10-20,22413.0,2.137,6.65,2.754,0.708,0.231,0.245,0.128
PAD-01-C02-F01,2024-10-21,22250.2,2.092,6.28,2.641,1.093,0.267,0.26,0.136
PAD-01-C02-F01,2024-10-22,22522.3,1.889,6.9,2.514,0.695,0.223,0.284,0.141
PAD-01-C02-F01,2024-10-23,21767.9,2.035,6.47,2.789,0.949,0.279,0.363,0.097
PAD-01-C02-F01,2024-10-24,23518.5,2.095,6.04,2.673,0.98,0.22,0.258,0.12
PAD-01-C02-F01,2024-10-25,21250.8,1.862,6.83,2.704,0.855,0.264,0.282,0.134
PAD-01-C02-F01,2024-10-26,21865.2,1.978,6.5,2.636,0.687,0.258,0.41,0.129
PAD-01-C02-F01,2024-10-27,21574.8,2.036,7.11,2.688,1.105,0.205,0.37,0.099
PAD-01-C02-F01,2024-10-28,22256.5,1.816,6.71,2.623,1.081,0.225,0.229,0.133
PAD-01-C02-F01,2024-10-29,21792.4,1.878,6.92,2.532,0.81,0.206,0.347,0.114
PAD-01-C02-F01,2024-10-30,21185.5,1.781,7.23,2.39,0.871,0.168,0.316,0.139
PAD-01-C02-F01,2024-10-31,21946.6,1.854,7.27,2.499,1.234,0.255,0.277,0.121
PAD-01-C02-F01,2024-11-01,22512.6,1.819,6.72,2.285,0.879,0.236,0.325,0.129
PAD-01-C02-F01,2024-11-02,22914.7,1.805,6.98,2.636,1.064,0.263,0.276,0.134
PAD-01-C02-F01,2024-11-03,21304.7,1.882,6.92,2.416,0.714,0.235,0.314,0.115
PAD-01-C02-F01,2024-11-04,21176.4,1.85,6.2,2.631,0.686,0.309,0.365,0.105
PAD-01-C02-F01,2024-11-05,22297.6,1.755,7.19,2.275,0.669,0.295,0.297,0.126
PAD-01-C02-F01,2024-11-06,21886.5,1.781,6.83,2.193,0.817,0.253,0.268,0.142
PAD-01-C02-F01,2024-11-07,21747.8,1.755,6.9,2.273,0.871,0.208,0.299,0.148
PAD-01-C02-F01,2024-11-08,21273.7,1.651,6.43,2.258,0.948,0.303,0.309,0.116
PAD-01-C02-F01,2024-11-09,22888.3,1.671,6.62,2.539,0.877,0.264,0.364,0.109
PAD-01-C02-F01,2024-11-10,22225.8,1.588,6.6,2.257,1.101,0.198,0.319,0.129
PAD-01-C02-F01,2024-11-11,22233.7,1.61,6.99,2.601,0.656,0.228,0.335,0.106
PAD-01-C02-F01,2024-11-12,21125.0,1.631,6.4,2.376,0.602,0.297,0.4,0.116
PAD-01-C02-F01,2024-11-13,22061.8,1.509,6.9,2.123,0.656,0.281,0.384,0.119
PAD-01-C02-F01,2024-11-14,22289.1,1.517,7.06,2.559,0.728,0.243,0.341,0.123
PAD-01-C02-F01,2024-11-15,22990.4,1.596,6.76,2.225,0.56,0.24,0.245,0.119
PAD-01-C02-F01,2024-11-16,21681.6,1.534,6.45,2.444,1.171,0.292,0.354,0.127
